Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
3044,0,0.071591003,0.069712959,0.073443149,0.072226516,0.047253022,,0.057511293,0.057511293,0.000000396,2.53E-17,1.13E-69
3045,0,0.071541557,0.069664843,0.073392548,0.072176487,0.047218869,,0.057474044,0.057474044,0.000000395,2.49E-17,1.13E-69
3046,0,0.071492162,0.069616775,0.073341998,0.07212651,0.047184751,,0.057436831,0.057436831,0.000000394,2.46E-17,1.13E-69
3047,0,0.071442817,0.069568756,0.073291499,0.072076584,0.04715067,,0.057399654,0.057399654,0.000000394,2.43E-17,1.13E-69
3048,1,0.071393522,0.069520786,0.073241052,0.072026708,0.047116624,,0.057362514,0.057362514,0.000000393,2.39E-17,1.13E-69
3049,0,0.071344278,0.069472865,0.073190656,0.071976883,0.047082614,,0.05732541,0.05732541,0.000000392,2.36E-17,1.13E-69
3050,0,0.071295083,0.069424993,0.073140311,0.071927109,0.04704864,,0.057288342,0.057288342,0.000000391,2.33E-17,1.13E-69
3051,0,0.071245939,0.06937717,0.073090017,0.071877386,0.047014701,,0.05725131,0.05725131,0.00000039,2.30E-17,1.13E-69
3052,0,0.071196844,0.069329395,0.073039774,0.071827714,0.046980798,,0.057214314,0.057214314,0.000000389,2.27E-17,1.13E-69
3053,0,0.0711478,0.069281668,0.072989582,0.071778092,0.046946931,,0.057177354,0.057177354,0.000000389,2.24E-17,1.13E-69
3054,0,0.071098805,0.06923399,0.072939441,0.07172852,0.046913099,,0.05714043,0.05714043,0.000000388,2.21E-17,1.13E-69
3055,0,0.07104986,0.069186361,0.072889351,0.071678999,0.046879302,,0.057103542,0.057103542,0.000000387,2.18E-17,1.13E-69
3056,0,0.071000964,0.069138779,0.072839312,0.071629528,0.046845541,,0.057066689,0.057066689,0.000000386,2.15E-17,1.13E-69
3057,0,0.070952119,0.069091247,0.072789323,0.071580108,0.046811815,,0.057029873,0.057029873,0.000000385,2.12E-17,1.13E-69
3058,0,0.070903322,0.069043762,0.072739385,0.071530738,0.046778124,,0.056993093,0.056993093,0.000000384,2.09E-17,1.13E-69
3059,0,0.070854576,0.068996325,0.072689498,0.071481418,0.046744469,,0.056956348,0.056956348,0.000000384,2.07E-17,1.13E-69
3060,0,0.070805878,0.068948937,0.072639661,0.071432148,0.046710849,,0.056919639,0.056919639,0.000000383,2.04E-17,1.13E-69
3061,0,0.070757231,0.068901597,0.072589874,0.071382928,0.046677264,,0.056882965,0.056882965,0.000000382,2.01E-17,1.13E-69
3062,0,0.070708632,0.068854304,0.072540138,0.071333758,0.046643714,,0.056846327,0.056846327,0.000000381,1.99E-17,1.13E-69
3063,0,0.070660083,0.06880706,0.072490452,0.071284638,0.046610199,,0.056809725,0.056809725,0.00000038,1.96E-17,1.13E-69
3064,0,0.070611582,0.068759863,0.072440817,0.071235568,0.046576719,,0.056773158,0.056773158,0.00000038,1.93E-17,1.13E-69
3065,0,0.070563131,0.068712714,0.072391231,0.071186547,0.046543275,,0.056736627,0.056736627,0.000000379,1.91E-17,1.13E-69
3066,0,0.070514729,0.068665613,0.072341696,0.071137577,0.046509865,,0.056700131,0.056700131,0.000000378,1.88E-17,1.13E-69
3067,0,0.070466376,0.068618559,0.072292211,0.071088655,0.04647649,,0.05666367,0.05666367,0.000000377,1.86E-17,1.13E-69
3068,0,0.070418072,0.068571553,0.072242775,0.071039784,0.046443149,,0.056627245,0.056627245,0.000000376,1.83E-17,1.13E-69
3069,0,0.070369816,0.068524595,0.07219339,0.070990962,0.046409844,,0.056590855,0.056590855,0.000000376,1.81E-17,1.13E-69
3070,0,0.07032161,0.068477684,0.072144054,0.070942189,0.046376573,,0.0565545,0.0565545,0.000000375,1.78E-17,1.13E-69
3071,0,0.070273452,0.06843082,0.072094768,0.070893466,0.046343337,,0.05651818,0.05651818,0.000000374,1.76E-17,1.13E-69
3072,0,0.070225342,0.068384004,0.072045532,0.070844792,0.046310135,,0.056481896,0.056481896,0.000000373,1.74E-17,1.13E-69
3073,0,0.070177282,0.068337235,0.071996345,0.070796167,0.046276969,,0.056445647,0.056445647,0.000000372,1.71E-17,1.13E-69
3074,0,0.070129269,0.068290513,0.071947208,0.070747592,0.046243836,,0.056409432,0.056409432,0.000000372,1.69E-17,1.13E-69
3075,0,0.070081306,0.068243838,0.071898121,0.070699065,0.046210738,,0.056373253,0.056373253,0.000000371,1.67E-17,1.13E-69
3076,0,0.07003339,0.06819721,0.071849083,0.070650588,0.046177675,,0.056337109,0.056337109,0.00000037,1.65E-17,1.13E-69
3077,0,0.069985523,0.06815063,0.071800094,0.07060216,0.046144646,,0.056300999,0.056300999,0.000000369,1.62E-17,1.13E-69
3078,0,0.069937704,0.068104096,0.071751155,0.07055378,0.046111651,,0.056264925,0.056264925,0.000000368,1.60E-17,1.13E-69
3079,0,0.069889934,0.068057609,0.071702264,0.070505449,0.046078691,,0.056228885,0.056228885,0.000000368,1.58E-17,1.13E-69
3080,0,0.069842211,0.068011169,0.071653423,0.070457167,0.046045765,,0.05619288,0.05619288,0.000000367,1.56E-17,1.13E-69
3081,0,0.069794536,0.067964776,0.071604631,0.070408934,0.046012873,,0.05615691,0.05615691,0.000000366,1.54E-17,1.13E-69
3082,0,0.06974691,0.06791843,0.071555888,0.07036075,0.045980015,,0.056120974,0.056120974,0.000000365,1.52E-17,1.13E-69
3083,0,0.069699331,0.06787213,0.071507194,0.070312614,0.045947191,,0.056085073,0.056085073,0.000000365,1.50E-17,1.13E-69
3084,0,0.069651801,0.067825877,0.071458549,0.070264526,0.045914401,,0.056049207,0.056049207,0.000000364,1.48E-17,1.13E-69
3085,0,0.069604318,0.06777967,0.071409953,0.070216487,0.045881646,,0.056013375,0.056013375,0.000000363,1.46E-17,1.13E-69
3086,0,0.069556883,0.06773351,0.071361406,0.070168497,0.045848924,,0.055977578,0.055977578,0.000000362,1.44E-17,1.13E-69
3087,0,0.069509495,0.067687396,0.071312907,0.070120554,0.045816236,,0.055941815,0.055941815,0.000000361,1.42E-17,1.13E-69
3088,0,0.069462155,0.067641328,0.071264457,0.07007266,0.045783582,,0.055906087,0.055906087,0.000000361,1.40E-17,1.13E-69
3089,0,0.069414863,0.067595307,0.071216056,0.070024814,0.045750962,,0.055870393,0.055870393,0.00000036,1.38E-17,1.13E-69
3090,0,0.069367618,0.067549332,0.071167703,0.069977017,0.045718376,,0.055834733,0.055834733,0.000000359,1.37E-17,1.13E-69
3091,0,0.069320421,0.067503403,0.071119398,0.069929267,0.045685824,,0.055799107,0.055799107,0.000000358,1.35E-17,1.13E-69
3092,0,0.06927327,0.06745752,0.071071142,0.069881565,0.045653305,,0.055763516,0.055763516,0.000000358,1.33E-17,1.13E-69
3093,0,0.069226168,0.067411683,0.071022934,0.069833912,0.04562082,,0.055727959,0.055727959,0.000000357,1.31E-17,1.13E-69
3094,0,0.069179112,0.067365892,0.070974775,0.069786306,0.045588368,,0.055692437,0.055692437,0.000000356,1.29E-17,1.13E-69
3095,0,0.069132104,0.067320147,0.070926663,0.069738748,0.04555595,,0.055656948,0.055656948,0.000000355,1.28E-17,1.13E-69
3096,0,0.069085142,0.067274448,0.0708786,0.069691237,0.045523566,,0.055621493,0.055621493,0.000000355,1.26E-17,1.13E-69
3097,0,0.069038228,0.067228794,0.070830585,0.069643775,0.045491215,,0.055586073,0.055586073,0.000000354,1.24E-17,1.13E-69
3098,0,0.068991361,0.067183187,0.070782618,0.06959636,0.045458897,,0.055550686,0.055550686,0.000000353,1.23E-17,1.13E-69
3099,0,0.068944541,0.067137625,0.070734699,0.069548992,0.045426613,,0.055515333,0.055515333,0.000000352,1.21E-17,1.13E-69
3100,0,0.068897767,0.067092108,0.070686828,0.069501672,0.045394362,,0.055480015,0.055480015,0.000000352,1.19E-17,1.13E-69
3101,0,0.06885104,0.067046637,0.070639004,0.0694544,0.045362144,,0.05544473,0.05544473,0.000000351,1.18E-17,1.13E-69
3102,0,0.06880436,0.067001212,0.070591228,0.069407175,0.04532996,,0.055409479,0.055409479,0.00000035,1.16E-17,1.13E-69
3103,0,0.068757727,0.066955832,0.0705435,0.069359997,0.045297809,,0.055374261,0.055374261,0.00000035,1.15E-17,1.13E-69
3104,0,0.068711141,0.066910497,0.07049582,0.069312866,0.045265691,,0.055339078,0.055339078,0.000000349,1.13E-17,1.13E-69
3105,0,0.0686646,0.066865208,0.070448187,0.069265783,0.045233606,,0.055303928,0.055303928,0.000000348,1.12E-17,1.13E-69
3106,0,0.068618107,0.066819964,0.070400602,0.069218747,0.045201554,,0.055268811,0.055268811,0.000000347,1.10E-17,1.13E-69
3107,0,0.06857166,0.066774765,0.070353064,0.069171757,0.045169535,,0.055233729,0.055233729,0.000000347,1.09E-17,1.13E-69
3108,0,0.068525259,0.066729611,0.070305573,0.069124815,0.045137549,,0.05519868,0.05519868,0.000000346,1.07E-17,1.13E-69
3109,0,0.068478904,0.066684502,0.07025813,0.06907792,0.045105596,,0.055163664,0.055163664,0.000000345,1.06E-17,1.13E-69
3110,0,0.068432596,0.066639438,0.070210734,0.069031071,0.045073676,,0.055128682,0.055128682,0.000000344,1.04E-17,1.13E-69
3111,0,0.068386334,0.066594419,0.070163385,0.06898427,0.045041789,,0.055093733,0.055093733,0.000000344,1.03E-17,1.13E-69
3112,1,0.068340118,0.066549446,0.070116084,0.068937515,0.045009934,,0.055058817,0.055058817,0.000000343,1.02E-17,1.13E-69
3113,0,0.068293948,0.066504516,0.070068829,0.068890807,0.044978113,,0.055023935,0.055023935,0.000000342,1.00E-17,1.13E-69
3114,0,0.068247824,0.066459632,0.070021621,0.068844145,0.044946324,,0.054989087,0.054989087,0.000000342,9.90E-18,1.13E-69
3115,0,0.068201746,0.066414792,0.069974461,0.06879753,0.044914567,,0.054954271,0.054954271,0.000000341,9.77E-18,1.13E-69
3116,1,0.068155714,0.066369997,0.069927347,0.068750962,0.044882844,,0.054919489,0.054919489,0.00000034,9.64E-18,1.13E-69
3117,0,0.068109728,0.066325247,0.06988028,0.068704439,0.044851152,,0.05488474,0.05488474,0.000000339,9.51E-18,1.13E-69
3118,2,0.068063787,0.066280541,0.06983326,0.068657964,0.044819494,,0.054850023,0.054850023,0.000000339,9.39E-18,1.13E-69
3119,0,0.068017892,0.066235879,0.069786286,0.068611534,0.044787868,,0.054815341,0.054815341,0.000000338,9.26E-18,1.13E-69
3120,0,0.067972043,0.066191262,0.06973936,0.068565151,0.044756274,,0.054780691,0.054780691,0.000000337,9.14E-18,1.13E-69
3121,0,0.06792624,0.06614669,0.069692479,0.068518814,0.044724713,,0.054746074,0.054746074,0.000000337,9.02E-18,1.13E-69
3122,0,0.067880481,0.066102161,0.069645646,0.068472524,0.044693184,,0.05471149,0.05471149,0.000000336,8.90E-18,1.13E-69
3123,0,0.067834769,0.066057677,0.069598858,0.068426279,0.044661687,,0.054676939,0.054676939,0.000000335,8.78E-18,1.13E-69
3124,0,0.067789102,0.066013237,0.069552117,0.06838008,0.044630223,,0.05464242,0.05464242,0.000000335,8.66E-18,1.13E-69
3125,0,0.06774348,0.065968841,0.069505423,0.068333927,0.044598791,,0.054607935,0.054607935,0.000000334,8.55E-18,1.13E-69
3126,0,0.067697903,0.06592449,0.069458774,0.068287821,0.044567391,,0.054573483,0.054573483,0.000000333,8.44E-18,1.13E-69
3127,0,0.067652372,0.065880182,0.069412172,0.068241759,0.044536023,,0.054539063,0.054539063,0.000000332,8.32E-18,1.13E-69
3128,0,0.067606885,0.065835918,0.069365616,0.068195744,0.044504687,,0.054504676,0.054504676,0.000000332,8.21E-18,1.13E-69
3129,0,0.067561444,0.065791698,0.069319106,0.068149775,0.044473383,,0.054470321,0.054470321,0.000000331,8.10E-18,1.13E-69
3130,0,0.067516048,0.065747522,0.069272642,0.068103851,0.044442112,,0.054435999,0.054435999,0.00000033,8.00E-18,1.13E-69
3131,0,0.067470697,0.065703389,0.069226225,0.068057972,0.044410872,,0.05440171,0.05440171,0.00000033,7.89E-18,1.13E-69
3132,0,0.067425391,0.065659301,0.069179853,0.06801214,0.044379664,,0.054367453,0.054367453,0.000000329,7.79E-18,1.13E-69
3133,0,0.06738013,0.065615256,0.069133526,0.067966352,0.044348488,,0.054333229,0.054333229,0.000000328,7.68E-18,1.13E-69
3134,0,0.067334913,0.065571254,0.069087246,0.06792061,0.044317344,,0.054299037,0.054299037,0.000000328,7.58E-18,1.13E-69
3135,0,0.067289741,0.065527296,0.069041011,0.067874914,0.044286232,,0.054264878,0.054264878,0.000000327,7.48E-18,1.13E-69
3136,0,0.067244614,0.065483382,0.068994822,0.067829263,0.044255151,,0.054230751,0.054230751,0.000000326,7.38E-18,1.13E-69
3137,0,0.067199532,0.065439511,0.068948679,0.067783657,0.044224103,,0.054196656,0.054196656,0.000000326,7.28E-18,1.13E-69
3138,0,0.067154494,0.065395683,0.068902581,0.067738096,0.044193085,,0.054162594,0.054162594,0.000000325,7.19E-18,1.13E-69
3139,0,0.067109501,0.065351899,0.068856529,0.06769258,0.0441621,,0.054128564,0.054128564,0.000000324,7.09E-18,1.13E-69
3140,0,0.067064552,0.065308158,0.068810522,0.067647109,0.044131146,,0.054094566,0.054094566,0.000000324,7.00E-18,1.13E-69
3141,0,0.067019647,0.06526446,0.06876456,0.067601684,0.044100224,,0.0540606,0.0540606,0.000000323,6.90E-18,1.13E-69
3142,0,0.066974787,0.065220806,0.068718644,0.067556303,0.044069333,,0.054026667,0.054026667,0.000000322,6.81E-18,1.13E-69
3143,0,0.066929971,0.065177194,0.068672773,0.067510967,0.044038473,,0.053992765,0.053992765,0.000000322,6.72E-18,1.13E-69
3144,0,0.066885199,0.065133626,0.068626947,0.067465676,0.044007645,,0.053958896,0.053958896,0.000000321,6.63E-18,1.13E-69
3145,0,0.066840472,0.0650901,0.068581167,0.06742043,0.043976848,,0.053925058,0.053925058,0.00000032,6.54E-18,1.13E-69
3146,0,0.066795789,0.065046617,0.068535431,0.067375228,0.043946083,,0.053891253,0.053891253,0.00000032,6.46E-18,1.13E-69
3147,0,0.066751149,0.065003178,0.068489741,0.067330071,0.043915349,,0.053857479,0.053857479,0.000000319,6.37E-18,1.13E-69
3148,0,0.066706554,0.064959781,0.068444095,0.067284959,0.043884646,,0.053823737,0.053823737,0.000000318,6.29E-18,1.13E-69
3149,0,0.066662003,0.064916426,0.068398494,0.067239891,0.043853975,,0.053790028,0.053790028,0.000000318,6.20E-18,1.13E-69
3150,0,0.066617495,0.064873115,0.068352938,0.067194868,0.043823334,,0.05375635,0.05375635,0.000000317,6.12E-18,1.13E-69
3151,0,0.066573031,0.064829846,0.068307427,0.067149889,0.043792725,,0.053722703,0.053722703,0.000000316,6.04E-18,1.13E-69
3152,0,0.066528611,0.06478662,0.068261961,0.067104955,0.043762147,,0.053689089,0.053689089,0.000000316,5.96E-18,1.13E-69
3153,0,0.066484235,0.064743436,0.068216539,0.067060064,0.043731599,,0.053655506,0.053655506,0.000000315,5.88E-18,1.13E-69
3154,1,0.066439903,0.064700295,0.068171162,0.067015218,0.043701083,,0.053621955,0.053621955,0.000000314,5.80E-18,1.13E-69
3155,0,0.066395614,0.064657196,0.06812583,0.066970416,0.043670598,,0.053588435,0.053588435,0.000000314,5.73E-18,1.13E-69
3156,0,0.066351368,0.064614139,0.068080541,0.066925659,0.043640144,,0.053554947,0.053554947,0.000000313,5.65E-18,1.13E-69
3157,0,0.066307166,0.064571125,0.068035298,0.066880945,0.04360972,,0.053521491,0.053521491,0.000000312,5.57E-18,1.13E-69
3158,0,0.066263008,0.064528153,0.067990099,0.066836275,0.043579327,,0.053488066,0.053488066,0.000000312,5.50E-18,1.13E-69
3159,0,0.066218893,0.064485224,0.067944944,0.06679165,0.043548966,,0.053454672,0.053454672,0.000000311,5.43E-18,1.13E-69
3160,0,0.066174821,0.064442336,0.067899833,0.066747068,0.043518635,,0.05342131,0.05342131,0.00000031,5.36E-18,1.13E-69
3161,0,0.066130792,0.064399491,0.067854767,0.06670253,0.043488334,,0.053387979,0.053387979,0.00000031,5.28E-18,1.13E-69
3162,0,0.066086807,0.064356687,0.067809744,0.066658036,0.043458064,,0.05335468,0.05335468,0.000000309,5.21E-18,1.13E-69
3163,0,0.066042865,0.064313926,0.067764766,0.066613585,0.043427825,,0.053321411,0.053321411,0.000000308,5.15E-18,1.13E-69
3164,0,0.065998965,0.064271206,0.067719832,0.066569179,0.043397617,,0.053288175,0.053288175,0.000000308,5.08E-18,1.13E-69
3165,0,0.065955109,0.064228528,0.067674942,0.066524816,0.043367439,,0.053254969,0.053254969,0.000000307,5.01E-18,1.13E-69
3166,0,0.065911296,0.064185893,0.067630095,0.066480496,0.043337291,,0.053221794,0.053221794,0.000000307,4.94E-18,1.13E-69
3167,0,0.065867526,0.064143299,0.067585293,0.06643622,0.043307174,,0.053188651,0.053188651,0.000000306,4.88E-18,1.13E-69
3168,0,0.065823799,0.064100746,0.067540534,0.066391987,0.043277088,,0.053155539,0.053155539,0.000000305,4.81E-18,1.13E-69
3169,0,0.065780114,0.064058235,0.067495819,0.066347798,0.043247032,,0.053122457,0.053122457,0.000000305,4.75E-18,1.13E-69
3170,0,0.065736472,0.064015766,0.067451148,0.066303652,0.043217006,,0.053089407,0.053089407,0.000000304,4.69E-18,1.13E-69
3171,0,0.065692873,0.063973339,0.067406521,0.066259549,0.04318701,,0.053056388,0.053056388,0.000000303,4.62E-18,1.13E-69
3172,0,0.065649317,0.063930953,0.067361937,0.06621549,0.043157045,,0.053023399,0.053023399,0.000000303,4.56E-18,1.13E-69
3173,0,0.065605803,0.063888608,0.067317396,0.066171474,0.04312711,,0.052990442,0.052990442,0.000000302,4.50E-18,1.13E-69
3174,0,0.065562332,0.063846305,0.067272899,0.0661275,0.043097205,,0.052957515,0.052957515,0.000000302,4.44E-18,1.13E-69
3175,0,0.065518903,0.063804043,0.067228445,0.06608357,0.04306733,,0.05292462,0.05292462,0.000000301,4.38E-18,1.13E-69
3176,0,0.065475516,0.063761822,0.067184035,0.066039683,0.043037486,,0.052891755,0.052891755,0.0000003,4.33E-18,1.13E-69
3177,0,0.065432172,0.063719643,0.067139668,0.065995839,0.043007671,,0.05285892,0.05285892,0.0000003,4.27E-18,1.13E-69
3178,0,0.065388871,0.063677505,0.067095345,0.065952038,0.042977887,,0.052826117,0.052826117,0.000000299,4.21E-18,1.13E-69
3179,0,0.065345611,0.063635408,0.067051064,0.065908279,0.042948132,,0.052793344,0.052793344,0.000000298,4.16E-18,1.13E-69
3180,0,0.065302394,0.063593352,0.067006827,0.065864564,0.042918408,,0.052760602,0.052760602,0.000000298,4.10E-18,1.13E-69
3181,1,0.065259219,0.063551337,0.066962632,0.065820891,0.042888713,,0.05272789,0.05272789,0.000000297,4.05E-18,1.13E-69
3182,0,0.065216086,0.063509363,0.066918481,0.06577726,0.042859048,,0.052695209,0.052695209,0.000000297,3.99E-18,1.13E-69
3183,0,0.065172995,0.06346743,0.066874373,0.065733673,0.042829413,,0.052662559,0.052662559,0.000000296,3.94E-18,1.13E-69
3184,0,0.065129946,0.063425537,0.066830307,0.065690127,0.042799808,,0.052629939,0.052629939,0.000000295,3.89E-18,1.13E-69
3185,0,0.065086939,0.063383686,0.066786285,0.065646625,0.042770233,,0.052597349,0.052597349,0.000000295,3.84E-18,1.13E-69
3186,0,0.065043974,0.063341875,0.066742305,0.065603164,0.042740687,,0.05256479,0.05256479,0.000000294,3.78E-18,1.13E-69
3187,0,0.06500105,0.063300105,0.066698368,0.065559747,0.042711171,,0.052532261,0.052532261,0.000000294,3.73E-18,1.13E-69
3188,0,0.064958169,0.063258376,0.066654474,0.065516371,0.042681684,,0.052499762,0.052499762,0.000000293,3.68E-18,1.13E-69
3189,0,0.064915329,0.063216687,0.066610622,0.065473038,0.042652227,,0.052467294,0.052467294,0.000000292,3.64E-18,1.13E-69
3190,0,0.064872531,0.063175039,0.066566813,0.065429747,0.0426228,,0.052434856,0.052434856,0.000000292,3.59E-18,1.13E-69
3191,0,0.064829774,0.063133431,0.066523046,0.065386498,0.042593402,,0.052402448,0.052402448,0.000000291,3.54E-18,1.13E-69
3192,0,0.064787059,0.063091864,0.066479322,0.065343291,0.042564034,,0.052370071,0.052370071,0.000000291,3.49E-18,1.13E-69
3193,0,0.064744386,0.063050337,0.066435641,0.065300127,0.042534695,,0.052337723,0.052337723,0.00000029,3.45E-18,1.13E-69
3194,0,0.064701754,0.06300885,0.066392001,0.065257004,0.042505386,,0.052305406,0.052305406,0.000000289,3.40E-18,1.13E-69
3195,0,0.064659163,0.062967404,0.066348404,0.065213923,0.042476106,,0.052273118,0.052273118,0.000000289,3.36E-18,1.13E-69
3196,0,0.064616614,0.062925998,0.06630485,0.065170885,0.042446855,,0.052240861,0.052240861,0.000000288,3.31E-18,1.13E-69
3197,0,0.064574106,0.062884632,0.066261337,0.065127888,0.042417633,,0.052208634,0.052208634,0.000000288,3.27E-18,1.13E-69
3198,0,0.064531639,0.062843306,0.066217867,0.065084932,0.042388441,,0.052176436,0.052176436,0.000000287,3.22E-18,1.13E-69
3199,0,0.064489213,0.06280202,0.066174438,0.065042019,0.042359278,,0.052144269,0.052144269,0.000000287,3.18E-18,1.13E-69
3200,0,0.064446829,0.062760775,0.066131052,0.064999147,0.042330144,,0.052112131,0.052112131,0.000000286,3.14E-18,1.13E-69
3201,0,0.064404486,0.062719569,0.066087708,0.064956317,0.042301039,,0.052080024,0.052080024,0.000000285,3.10E-18,1.13E-69
3202,0,0.064362183,0.062678403,0.066044405,0.064913529,0.042271964,,0.052047946,0.052047946,0.000000285,3.06E-18,1.13E-69
3203,0,0.064319922,0.062637277,0.066001145,0.064870782,0.042242917,,0.052015898,0.052015898,0.000000284,3.02E-18,1.13E-69
3204,0,0.064277701,0.062596191,0.065957926,0.064828076,0.042213899,,0.051983879,0.051983879,0.000000284,2.98E-18,1.13E-69
3205,0,0.064235522,0.062555145,0.065914749,0.064785412,0.042184911,,0.05195189,0.05195189,0.000000283,2.94E-18,1.13E-69
3206,0,0.064193383,0.062514138,0.065871614,0.064742789,0.042155951,,0.051919931,0.051919931,0.000000282,2.90E-18,1.13E-69
3207,0,0.064151285,0.062473171,0.06582852,0.064700208,0.04212702,,0.051888002,0.051888002,0.000000282,2.86E-18,1.13E-69
3208,0,0.064109228,0.062432244,0.065785468,0.064657668,0.042098118,,0.051856102,0.051856102,0.000000281,2.82E-18,1.13E-69
3209,0,0.064067211,0.062391356,0.065742458,0.064615169,0.042069245,,0.051824232,0.051824232,0.000000281,2.78E-18,1.13E-69
3210,0,0.064025235,0.062350508,0.065699489,0.064572711,0.042040401,,0.051792391,0.051792391,0.00000028,2.75E-18,1.13E-69
3211,0,0.0639833,0.062309699,0.065656562,0.064530294,0.042011585,,0.051760579,0.051760579,0.00000028,2.71E-18,1.13E-69
3212,0,0.063941405,0.06226893,0.065613676,0.064487919,0.041982799,,0.051728797,0.051728797,0.000000279,2.67E-18,1.13E-69
3213,0,0.06389955,0.0622282,0.065570831,0.064445584,0.04195404,,0.051697045,0.051697045,0.000000278,2.64E-18,1.13E-69
3214,0,0.063857736,0.06218751,0.065528028,0.06440329,0.041925311,,0.051665322,0.051665322,0.000000278,2.60E-18,1.13E-69
3215,0,0.063815963,0.062146858,0.065485265,0.064361037,0.04189661,,0.051633628,0.051633628,0.000000277,2.57E-18,1.13E-69
3216,0,0.063774229,0.062106246,0.065442545,0.064318825,0.041867937,,0.051601963,0.051601963,0.000000277,2.53E-18,1.13E-69
3217,0,0.063732536,0.062065673,0.065399865,0.064276654,0.041839294,,0.051570328,0.051570328,0.000000276,2.50E-18,1.13E-69
3218,0,0.063690883,0.062025139,0.065357226,0.064234524,0.041810678,,0.051538722,0.051538722,0.000000276,2.47E-18,1.13E-69
3219,0,0.06364927,0.061984644,0.065314628,0.064192434,0.041782091,,0.051507145,0.051507145,0.000000275,2.44E-18,1.13E-69
3220,0,0.063607697,0.061944188,0.065272071,0.064150385,0.041753533,,0.051475597,0.051475597,0.000000275,2.40E-18,1.13E-69
3221,0,0.063566165,0.061903772,0.065229556,0.064108376,0.041725003,,0.051444079,0.051444079,0.000000274,2.37E-18,1.13E-69
3222,0,0.063524672,0.061863394,0.065187081,0.064066408,0.041696501,,0.051412589,0.051412589,0.000000273,2.34E-18,1.13E-69
3223,0,0.063483219,0.061823054,0.065144647,0.064024481,0.041668027,,0.051381129,0.051381129,0.000000273,2.31E-18,1.13E-69
3224,0,0.063441806,0.061782754,0.065102253,0.063982594,0.041639582,,0.051349697,0.051349697,0.000000272,2.28E-18,1.13E-69
3225,0,0.063400433,0.061742493,0.065059901,0.063940747,0.041611165,,0.051318294,0.051318294,0.000000272,2.25E-18,1.13E-69
3226,0,0.0633591,0.06170227,0.065017589,0.06389894,0.041582776,,0.051286921,0.051286921,0.000000271,2.22E-18,1.13E-69
3227,0,0.063317807,0.061662086,0.064975317,0.063857174,0.041554416,,0.051255576,0.051255576,0.000000271,2.19E-18,1.13E-69
3228,0,0.063276553,0.06162194,0.064933086,0.063815448,0.041526083,,0.05122426,0.05122426,0.00000027,2.16E-18,1.13E-69
3229,0,0.063235339,0.061581833,0.064890896,0.063773762,0.041497779,,0.051192973,0.051192973,0.00000027,2.13E-18,1.13E-69
3230,0,0.063194164,0.061541765,0.064848746,0.063732117,0.041469502,,0.051161715,0.051161715,0.000000269,2.10E-18,1.13E-69
3231,0,0.063153029,0.061501735,0.064806637,0.063690511,0.041441254,,0.051130485,0.051130485,0.000000268,2.07E-18,1.13E-69
3232,0,0.063111934,0.061461744,0.064764568,0.063648945,0.041413033,,0.051099285,0.051099285,0.000000268,2.05E-18,1.13E-69
3233,0,0.063070878,0.06142179,0.064722539,0.06360742,0.041384841,,0.051068112,0.051068112,0.000000267,2.02E-18,1.13E-69
3234,0,0.063029861,0.061381876,0.064680551,0.063565934,0.041356676,,0.051036969,0.051036969,0.000000267,1.99E-18,1.13E-69
3235,0,0.062988883,0.061341999,0.064638602,0.063524488,0.04132854,,0.051005854,0.051005854,0.000000266,1.97E-18,1.13E-69
3236,0,0.062947945,0.061302161,0.064596694,0.063483082,0.041300431,,0.050974768,0.050974768,0.000000266,1.94E-18,1.13E-69
3237,0,0.062907046,0.061262361,0.064554826,0.063441716,0.04127235,,0.05094371,0.05094371,0.000000265,1.92E-18,1.13E-69
3238,0,0.062866187,0.061222599,0.064512998,0.063400389,0.041244296,,0.050912681,0.050912681,0.000000265,1.89E-18,1.13E-69
3239,0,0.062825366,0.061182875,0.06447121,0.063359102,0.041216271,,0.05088168,0.05088168,0.000000264,1.86E-18,1.13E-69
3240,0,0.062784585,0.061143189,0.064429462,0.063317855,0.041188273,,0.050850708,0.050850708,0.000000264,1.84E-18,1.13E-69
3241,0,0.062743842,0.061103541,0.064387754,0.063276647,0.041160302,,0.050819764,0.050819764,0.000000263,1.82E-18,1.13E-69
3242,0,0.062703139,0.061063931,0.064346086,0.063235479,0.04113236,,0.050788848,0.050788848,0.000000263,1.79E-18,1.13E-69
3243,0,0.062662475,0.061024359,0.064304457,0.06319435,0.041104445,,0.050757961,0.050757961,0.000000262,1.77E-18,1.13E-69
3244,0,0.062621849,0.060984825,0.064262868,0.063153261,0.041076557,,0.050727102,0.050727102,0.000000261,1.74E-18,1.13E-69
3245,0,0.062581262,0.060945329,0.064221319,0.063112211,0.041048697,,0.050696272,0.050696272,0.000000261,1.72E-18,1.13E-69
3246,0,0.062540714,0.06090587,0.06417981,0.0630712,0.041020864,,0.050665469,0.050665469,0.00000026,1.70E-18,1.13E-69
3247,1,0.062500205,0.060866449,0.06413834,0.063030229,0.040993059,,0.050634695,0.050634695,0.00000026,1.68E-18,1.13E-69
