Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
1214,0,0.016814112,0.015645492,0.017083315,0.008910879,0.008493708,,0.077618835,0.152117498,0.001073006,2.92E-10,2.38E-33
1215,0,0.016779678,0.015613036,0.017048406,0.008890511,0.008474014,,0.07750656,0.151922665,0.001069249,2.86E-10,2.23E-33
1216,0,0.016745343,0.015580674,0.017013597,0.008870206,0.008454382,,0.07739454,0.151728242,0.001065507,2.80E-10,2.08E-33
1217,0,0.016711106,0.015548405,0.016978887,0.008849963,0.008434811,,0.077282774,0.151534227,0.001061781,2.75E-10,1.94E-33
1218,0,0.016676966,0.015516229,0.016944277,0.008829784,0.008415301,,0.077171261,0.151340619,0.001058071,2.69E-10,1.81E-33
1219,0,0.016642925,0.015484147,0.016909765,0.008809667,0.008395852,,0.07706,0.151147417,0.001054377,2.64E-10,1.70E-33
1220,0,0.01660898,0.015452156,0.016875352,0.008789611,0.008376464,,0.07694899,0.15095462,0.001050698,2.58E-10,1.58E-33
1221,0,0.016575132,0.015420258,0.016841036,0.008769618,0.008357136,,0.076838231,0.150762226,0.001047034,2.53E-10,1.48E-33
1222,0,0.01654138,0.015388451,0.016806818,0.008749687,0.008337869,,0.076727722,0.150570235,0.001043386,2.48E-10,1.38E-33
1223,0,0.016507725,0.015356736,0.016772698,0.008729817,0.008318661,,0.076617462,0.150378645,0.001039752,2.43E-10,1.29E-33
1224,0,0.016474165,0.015325112,0.016738674,0.008710008,0.008299513,,0.076507451,0.150187455,0.001036134,2.38E-10,1.21E-33
1225,0,0.016440701,0.015293579,0.016704747,0.00869026,0.008280425,,0.076397687,0.149996664,0.001032532,2.33E-10,1.13E-33
1226,0,0.016407332,0.015262136,0.016670916,0.008670573,0.008261396,,0.07628817,0.149806271,0.001028944,2.28E-10,1.05E-33
1227,0,0.016374057,0.015230783,0.01663718,0.008650946,0.008242425,,0.076178899,0.149616275,0.001025371,2.24E-10,9.84E-34
1228,0,0.016340877,0.01519952,0.016603541,0.008631379,0.008223514,,0.076069874,0.149426674,0.001021813,2.19E-10,9.20E-34
1229,0,0.01630779,0.015168346,0.016569996,0.008611873,0.008204661,,0.075961093,0.149237467,0.00101827,2.15E-10,8.59E-34
1230,0,0.016274798,0.015137261,0.016536546,0.008592426,0.008185867,,0.075852556,0.149048653,0.001014741,2.10E-10,8.03E-34
1231,0,0.016241898,0.015106265,0.016503191,0.008573039,0.00816713,,0.075744262,0.148860232,0.001011228,2.06E-10,7.50E-34
1232,0,0.016209092,0.015075358,0.016469929,0.008553711,0.008148452,,0.07563621,0.148672201,0.001007728,2.02E-10,7.01E-34
1233,0,0.016176378,0.015044539,0.016436762,0.008534442,0.008129831,,0.0755284,0.14848456,0.001004244,1.98E-10,6.55E-34
1234,0,0.016143757,0.015013807,0.016403688,0.008515232,0.008111267,,0.075420831,0.148297308,0.001000774,1.94E-10,6.12E-34
1235,0,0.016111227,0.014983163,0.016370707,0.008496081,0.008092761,,0.075313502,0.148110443,0.000997318,1.90E-10,5.71E-34
1236,0,0.016078789,0.014952606,0.016337819,0.008476988,0.008074311,,0.075206412,0.147923965,0.000993876,1.86E-10,5.34E-34
1237,0,0.016046443,0.014922136,0.016305023,0.008457953,0.008055919,,0.075099561,0.147737872,0.000990449,1.82E-10,4.99E-34
1238,0,0.016014187,0.014891752,0.016272319,0.008438976,0.008037583,,0.074992948,0.147552163,0.000987036,1.78E-10,4.66E-34
1239,0,0.015982022,0.014861454,0.016239707,0.008420057,0.008019303,,0.074886573,0.147366838,0.000983637,1.75E-10,4.35E-34
1240,0,0.015949947,0.014831243,0.016207186,0.008401196,0.00800108,,0.074780433,0.147181894,0.000980252,1.71E-10,4.07E-34
1241,0,0.015917962,0.014801117,0.016174757,0.008382392,0.007982912,,0.07467453,0.146997331,0.000976881,1.68E-10,3.80E-34
1242,0,0.015886067,0.014771076,0.016142418,0.008363645,0.0079648,,0.074568862,0.146813148,0.000973524,1.64E-10,3.55E-34
1243,0,0.015854262,0.01474112,0.01611017,0.008344954,0.007946743,,0.074463428,0.146629344,0.000970181,1.61E-10,3.32E-34
1244,0,0.015822545,0.014711249,0.016078012,0.008326321,0.007928742,,0.074358228,0.146445918,0.000966852,1.58E-10,3.10E-34
1245,0,0.015790917,0.014681462,0.016045943,0.008307743,0.007910795,,0.074253261,0.146262868,0.000963536,1.54E-10,2.90E-34
1246,0,0.015759377,0.014651759,0.016013964,0.008289222,0.007892904,,0.074148526,0.146080193,0.000960234,1.51E-10,2.71E-34
1247,0,0.015727925,0.01462214,0.015982074,0.008270757,0.007875067,,0.074044022,0.145897893,0.000956946,1.48E-10,2.53E-34
1248,0,0.015696561,0.014592605,0.015950273,0.008252348,0.007857284,,0.07393975,0.145715967,0.000953671,1.45E-10,2.36E-34
1249,0,0.015665285,0.014563152,0.015918561,0.008233994,0.007839556,,0.073835708,0.145534412,0.000950409,1.42E-10,2.21E-34
1250,0,0.015634096,0.014533782,0.015886937,0.008215696,0.007821882,,0.073731895,0.145353229,0.000947161,1.39E-10,2.06E-34
1251,0,0.015602993,0.014504495,0.0158554,0.008197453,0.007804261,,0.073628311,0.145172416,0.000943926,1.36E-10,1.93E-34
1252,0,0.015571977,0.01447529,0.015823951,0.008179264,0.007786694,,0.073524955,0.144991972,0.000940704,1.34E-10,1.80E-34
1253,0,0.015541047,0.014446167,0.01579259,0.008161131,0.00776918,,0.073421827,0.144811897,0.000937496,1.31E-10,1.68E-34
1254,0,0.015510203,0.014417126,0.015761315,0.008143052,0.00775172,,0.073318925,0.144632188,0.000934301,1.28E-10,1.57E-34
1255,0,0.015479445,0.014388166,0.015730127,0.008125027,0.007734312,,0.073216249,0.144452845,0.000931118,1.26E-10,1.47E-34
1256,0,0.015448771,0.014359287,0.015699025,0.008107056,0.007716958,,0.073113799,0.144273867,0.000927949,1.23E-10,1.37E-34
1257,0,0.015418183,0.014330488,0.01566801,0.00808914,0.007699655,,0.073011574,0.144095254,0.000924793,1.21E-10,1.28E-34
1258,0,0.01538768,0.014301771,0.01563708,0.008071277,0.007682405,,0.072909572,0.143917003,0.000921649,1.18E-10,1.20E-34
1259,0,0.015357261,0.014273133,0.015606235,0.008053467,0.007665208,,0.072807794,0.143739114,0.000918519,1.16E-10,1.12E-34
1260,0,0.015326925,0.014244575,0.015575476,0.008035711,0.007648062,,0.072706239,0.143561585,0.000915401,1.13E-10,1.04E-34
1261,0,0.015296674,0.014216097,0.015544801,0.008018008,0.007630968,,0.072604905,0.143384417,0.000912296,1.11E-10,9.76E-35
1262,0,0.015266506,0.014187698,0.015514211,0.008000357,0.007613925,,0.072503794,0.143207608,0.000909203,1.09E-10,9.12E-35
1263,0,0.015236421,0.014159379,0.015483705,0.00798276,0.007596934,,0.072402902,0.143031156,0.000906123,1.07E-10,8.52E-35
1264,0,0.015206419,0.014131138,0.015453283,0.007965215,0.007579994,,0.072302231,0.142855061,0.000903056,1.04E-10,7.96E-35
1265,0,0.0151765,0.014102975,0.015422944,0.007947722,0.007563105,,0.07220178,0.142679322,0.000900001,1.02E-10,7.44E-35
1266,0,0.015146663,0.014074891,0.015392689,0.007930281,0.007546267,,0.072101547,0.142503938,0.000896958,1.00E-10,6.95E-35
1267,0,0.015116908,0.014046885,0.015362517,0.007912892,0.007529479,,0.072001532,0.142328907,0.000893928,9.82E-11,6.49E-35
1268,0,0.015087235,0.014018956,0.015332428,0.007895555,0.007512742,,0.071901735,0.14215423,0.00089091,9.62E-11,6.07E-35
1269,0,0.015057643,0.013991104,0.015302421,0.00787827,0.007496055,,0.071802154,0.141979904,0.000887904,9.43E-11,5.67E-35
1270,0,0.015028132,0.01396333,0.015272496,0.007861035,0.007479418,,0.07170279,0.141805929,0.000884911,9.23E-11,5.29E-35
1271,0,0.014998702,0.013935633,0.015242653,0.007843852,0.007462831,,0.071603641,0.141632304,0.000881929,9.05E-11,4.95E-35
1272,0,0.014969353,0.013908012,0.015212891,0.00782672,0.007446293,,0.071504707,0.141459027,0.00087896,8.86E-11,4.62E-35
1273,0,0.014940084,0.013880467,0.015183211,0.007809638,0.007429805,,0.071405988,0.141286099,0.000876002,8.68E-11,4.32E-35
1274,0,0.014910895,0.013852999,0.015153612,0.007792607,0.007413367,,0.071307482,0.141113518,0.000873057,8.50E-11,4.03E-35
1275,0,0.014881785,0.013825606,0.015124094,0.007775627,0.007396977,,0.071209189,0.140941282,0.000870123,8.33E-11,3.77E-35
1276,0,0.014852755,0.013798288,0.015094656,0.007758696,0.007380636,,0.071111109,0.140769392,0.000867201,8.16E-11,3.52E-35
1277,0,0.014823805,0.013771046,0.015065298,0.007741816,0.007364344,,0.07101324,0.140597846,0.000864291,8.00E-11,3.29E-35
1278,0,0.014794933,0.013743879,0.01503602,0.007724985,0.0073481,,0.070915583,0.140426642,0.000861393,7.83E-11,3.07E-35
1279,0,0.014766139,0.013716786,0.015006821,0.007708204,0.007331905,,0.070818136,0.140255781,0.000858506,7.67E-11,2.87E-35
1280,0,0.014737425,0.013689768,0.014977702,0.007691473,0.007315758,,0.070720898,0.140085261,0.000855631,7.52E-11,2.68E-35
1281,0,0.014708788,0.013662824,0.014948662,0.007674791,0.007299659,,0.070623871,0.139915082,0.000852767,7.37E-11,2.51E-35
1282,0,0.014680229,0.013635954,0.014919701,0.007658157,0.007283608,,0.070527052,0.139745241,0.000849915,7.22E-11,2.34E-35
1283,0,0.014651747,0.013609157,0.014890818,0.007641573,0.007267604,,0.07043044,0.139575739,0.000847074,7.07E-11,2.19E-35
1284,0,0.014623343,0.013582434,0.014862013,0.007625037,0.007251648,,0.070334037,0.139406575,0.000844245,6.93E-11,2.04E-35
1285,0,0.014595015,0.013555784,0.014833287,0.00760855,0.007235739,,0.07023784,0.139237746,0.000841427,6.78E-11,1.91E-35
1286,0,0.014566765,0.013529207,0.014804638,0.007592111,0.007219877,,0.07014185,0.139069254,0.00083862,6.65E-11,1.78E-35
1287,0,0.01453859,0.013502702,0.014776066,0.007575721,0.007204062,,0.070046065,0.138901096,0.000835825,6.51E-11,1.67E-35
1288,0,0.014510492,0.01347627,0.014747571,0.007559378,0.007188294,,0.069950485,0.138733272,0.000833041,6.38E-11,1.56E-35
1289,0,0.01448247,0.01344991,0.014719154,0.007543083,0.007172573,,0.06985511,0.13856578,0.000830267,6.25E-11,1.46E-35
1290,0,0.014454524,0.013423622,0.014690813,0.007526836,0.007156897,,0.069759938,0.13839862,0.000827505,6.12E-11,1.36E-35
1291,0,0.014426652,0.013397405,0.014662548,0.007510636,0.007141268,,0.06966497,0.138231792,0.000824754,6.00E-11,1.27E-35
1292,0,0.014398856,0.01337126,0.014634359,0.007494484,0.007125686,,0.069570204,0.138065293,0.000822014,5.88E-11,1.19E-35
1293,0,0.014371135,0.013345185,0.014606246,0.007478379,0.007110149,,0.069475641,0.137899124,0.000819285,5.76E-11,1.11E-35
1294,0,0.014343489,0.013319182,0.014578209,0.00746232,0.007094657,,0.069381279,0.137733282,0.000816566,5.64E-11,1.04E-35
1295,0,0.014315917,0.013293249,0.014550247,0.007446308,0.007079212,,0.069287118,0.137567768,0.000813859,5.52E-11,9.68E-36
1296,0,0.014288418,0.013267387,0.01452236,0.007430343,0.007063811,,0.069193157,0.137402581,0.000811162,5.41E-11,9.04E-36
1297,0,0.014260994,0.013241594,0.014494548,0.007414425,0.007048456,,0.069099396,0.137237719,0.000808476,5.30E-11,8.45E-36
1298,0,0.014233644,0.013215872,0.01446681,0.007398552,0.007033146,,0.069005834,0.137073182,0.000805801,5.19E-11,7.89E-36
1299,1,0.014206366,0.013190219,0.014439147,0.007382726,0.007017881,,0.068912471,0.136908968,0.000803136,5.09E-11,7.38E-36
1300,0,0.014179162,0.013164635,0.014411557,0.007366946,0.00700266,,0.068819305,0.136745077,0.000800482,4.99E-11,6.89E-36
1301,0,0.01415203,0.013139121,0.014384041,0.007351211,0.006987484,,0.068726338,0.136581509,0.000797838,4.88E-11,6.44E-36
1302,0,0.014124971,0.013113675,0.014356599,0.007335522,0.006972353,,0.068633567,0.136418261,0.000795205,4.78E-11,6.02E-36
1303,0,0.014097985,0.013088299,0.01432923,0.007319878,0.006957265,,0.068540992,0.136255334,0.000792582,4.69E-11,5.62E-36
1304,0,0.01407107,0.01306299,0.014301934,0.00730428,0.006942222,,0.068448613,0.136092726,0.000789969,4.59E-11,5.25E-36
1305,0,0.014044228,0.01303775,0.014274711,0.007288726,0.006927223,,0.06835643,0.135930436,0.000787367,4.50E-11,4.91E-36
1306,0,0.014017457,0.013012578,0.01424756,0.007273218,0.006912267,,0.068264441,0.135768464,0.000784775,4.41E-11,4.58E-36
1307,0,0.013990757,0.012987473,0.014220481,0.007257754,0.006897355,,0.068172646,0.135606809,0.000782193,4.32E-11,4.28E-36
1308,0,0.013964128,0.012962436,0.014193474,0.007242335,0.006882486,,0.068081044,0.13544547,0.000779622,4.23E-11,4.00E-36
1309,0,0.01393757,0.012937466,0.014166539,0.00722696,0.006867661,,0.067989635,0.135284445,0.000777061,4.14E-11,3.74E-36
1310,0,0.013911083,0.012912564,0.014139676,0.00721163,0.006852879,,0.067898419,0.135123735,0.000774509,4.06E-11,3.49E-36
1311,0,0.013884666,0.012887728,0.014112884,0.007196343,0.006838139,,0.067807395,0.134963338,0.000771968,3.98E-11,3.26E-36
1312,0,0.01385832,0.012862958,0.014086163,0.007181101,0.006823443,,0.067716562,0.134803254,0.000769437,3.90E-11,3.05E-36
1313,0,0.013832043,0.012838255,0.014059512,0.007165902,0.006808789,,0.06762592,0.134643482,0.000766915,3.82E-11,2.85E-36
1314,0,0.013805835,0.012813618,0.014032933,0.007150747,0.006794177,,0.067535467,0.13448402,0.000764404,3.74E-11,2.66E-36
1315,0,0.013779698,0.012789047,0.014006423,0.007135636,0.006779608,,0.067445205,0.134324868,0.000761902,3.66E-11,2.49E-36
1316,0,0.013753629,0.012764542,0.013979984,0.007120568,0.006765081,,0.067355132,0.134166025,0.000759411,3.59E-11,2.32E-36
1317,0,0.013727629,0.012740102,0.013953614,0.007105542,0.006750596,,0.067265247,0.134007491,0.000756929,3.52E-11,2.17E-36
1318,0,0.013701698,0.012715727,0.013927314,0.00709056,0.006736153,,0.06717555,0.133849264,0.000754456,3.45E-11,2.03E-36
1319,0,0.013675836,0.012691417,0.013901083,0.007075621,0.006721751,,0.067086041,0.133691343,0.000751994,3.38E-11,1.89E-36
1320,0,0.013650042,0.012667172,0.013874921,0.007060725,0.006707391,,0.066996719,0.133533728,0.000749541,3.31E-11,1.77E-36
1321,0,0.013624315,0.012642991,0.013848828,0.00704587,0.006693073,,0.066907583,0.133376419,0.000747098,3.24E-11,1.65E-36
1322,0,0.013598657,0.012618875,0.013822804,0.007031059,0.006678796,,0.066818633,0.133219413,0.000744664,3.17E-11,1.54E-36
1323,0,0.013573066,0.012594823,0.013796848,0.007016289,0.006664559,,0.066729869,0.133062711,0.000742239,3.11E-11,1.44E-36
1324,0,0.013547542,0.012570834,0.013770961,0.007001562,0.006650364,,0.066641289,0.132906311,0.000739825,3.05E-11,1.35E-36
1325,0,0.013522086,0.01254691,0.013745141,0.006986877,0.00663621,,0.066552894,0.132750213,0.000737419,2.98E-11,1.26E-36
1326,0,0.013496696,0.012523049,0.013719389,0.006972233,0.006622096,,0.066464682,0.132594416,0.000735023,2.92E-11,1.18E-36
1327,0,0.013471373,0.012499251,0.013693705,0.006957631,0.006608023,,0.066376654,0.132438919,0.000732636,2.86E-11,1.10E-36
1328,0,0.013446117,0.012475516,0.013668088,0.00694307,0.00659399,,0.066288808,0.132283722,0.000730259,2.81E-11,1.03E-36
1329,0,0.013420926,0.012451844,0.013642538,0.006928551,0.006579997,,0.066201145,0.132128822,0.00072789,2.75E-11,9.60E-37
1330,0,0.013395802,0.012428234,0.013617054,0.006914073,0.006566045,,0.066113664,0.131974221,0.000725531,2.69E-11,8.97E-37
1331,0,0.013370743,0.012404687,0.013591637,0.006899636,0.006552132,,0.066026363,0.131819916,0.000723182,2.64E-11,8.38E-37
1332,0,0.01334575,0.012381202,0.013566287,0.00688524,0.006538259,,0.065939244,0.131665908,0.000720841,2.58E-11,7.83E-37
1333,0,0.013320822,0.012357779,0.013541003,0.006870884,0.006524426,,0.065852304,0.131512194,0.000718509,2.53E-11,7.31E-37
1334,0,0.013295959,0.012334418,0.013515784,0.00685657,0.006510632,,0.065765545,0.131358776,0.000716186,2.48E-11,6.83E-37
1335,0,0.013271162,0.012311118,0.013490632,0.006842295,0.006496878,,0.065678964,0.131205651,0.000713873,2.43E-11,6.38E-37
1336,0,0.013246428,0.012287879,0.013465545,0.006828061,0.006483162,,0.065592563,0.131052819,0.000711568,2.38E-11,5.97E-37
1337,0,0.01322176,0.012264702,0.013440523,0.006813867,0.006469486,,0.065506339,0.130900279,0.000709272,2.33E-11,5.57E-37
1338,0,0.013197155,0.012241586,0.013415566,0.006799713,0.006455849,,0.065420293,0.13074803,0.000706985,2.29E-11,5.21E-37
1339,0,0.013172614,0.01221853,0.013390674,0.006785599,0.006442251,,0.065334424,0.130596072,0.000704707,2.24E-11,4.86E-37
1340,0,0.013148138,0.012195535,0.013365846,0.006771525,0.006428691,,0.065248732,0.130444404,0.000702438,2.19E-11,4.55E-37
1341,0,0.013123724,0.0121726,0.013341083,0.00675749,0.00641517,,0.065163216,0.130293025,0.000700177,2.15E-11,4.25E-37
1342,0,0.013099375,0.012149725,0.013316384,0.006743495,0.006401687,,0.065077876,0.130141935,0.000697926,2.11E-11,3.97E-37
1343,0,0.013075088,0.01212691,0.013291749,0.006729539,0.006388242,,0.064992711,0.129991132,0.000695682,2.06E-11,3.71E-37
1344,0,0.013050864,0.012104155,0.013267178,0.006715622,0.006374836,,0.064907721,0.129840616,0.000693448,2.02E-11,3.46E-37
1345,0,0.013026703,0.012081459,0.01324267,0.006701744,0.006361467,,0.064822905,0.129690385,0.000691222,1.98E-11,3.24E-37
1346,0,0.013002605,0.012058823,0.013218226,0.006687905,0.006348137,,0.064738263,0.129540441,0.000689005,1.94E-11,3.02E-37
1347,0,0.012978569,0.012036245,0.013193845,0.006674105,0.006334844,,0.064653794,0.12939078,0.000686796,1.90E-11,2.82E-37
1348,0,0.012954594,0.012013727,0.013169527,0.006660344,0.006321588,,0.064569498,0.129241404,0.000684595,1.86E-11,2.64E-37
1349,0,0.012930682,0.011991267,0.013145271,0.006646621,0.00630837,,0.064485374,0.12909231,0.000682404,1.82E-11,2.47E-37
1350,0,0.012906832,0.011968866,0.013121078,0.006632936,0.00629519,,0.064401422,0.128943499,0.00068022,1.79E-11,2.30E-37
1351,0,0.012883043,0.011946523,0.013096947,0.006619289,0.006282046,,0.064317641,0.128794969,0.000678045,1.75E-11,2.15E-37
1352,0,0.012859315,0.011924238,0.013072878,0.006605681,0.00626894,,0.064234031,0.12864672,0.000675878,1.71E-11,2.01E-37
1353,0,0.012835649,0.011902011,0.013048871,0.006592111,0.00625587,,0.064150591,0.128498751,0.00067372,1.68E-11,1.88E-37
1354,0,0.012812043,0.011879842,0.013024926,0.006578578,0.006242837,,0.064067322,0.128351062,0.000671569,1.65E-11,1.76E-37
1355,0,0.012788498,0.011857731,0.013001042,0.006565083,0.006229841,,0.063984222,0.128203651,0.000669427,1.61E-11,1.64E-37
1356,0,0.012765014,0.011835676,0.01297722,0.006551626,0.006216881,,0.06390129,0.128056518,0.000667293,1.58E-11,1.53E-37
1357,0,0.012741589,0.011813679,0.012953459,0.006538206,0.006203958,,0.063818528,0.127909662,0.000665168,1.55E-11,1.43E-37
1358,0,0.012718225,0.011791739,0.012929758,0.006524823,0.006191071,,0.063735933,0.127763082,0.00066305,1.52E-11,1.34E-37
1359,0,0.012694921,0.011769856,0.012906118,0.006511477,0.00617822,,0.063653506,0.127616778,0.00066094,1.49E-11,1.25E-37
1360,0,0.012671677,0.011748029,0.012882539,0.006498169,0.006165405,,0.063571246,0.127470749,0.000658839,1.46E-11,1.17E-37
1361,0,0.012648492,0.011726259,0.012859019,0.006484897,0.006152626,,0.063489153,0.127324995,0.000656745,1.43E-11,1.09E-37
1362,0,0.012625366,0.011704545,0.01283556,0.006471662,0.006139883,,0.063407226,0.127179514,0.00065466,1.40E-11,1.02E-37
1363,0,0.012602299,0.011682887,0.012812161,0.006458464,0.006127175,,0.063325464,0.127034305,0.000652582,1.37E-11,9.52E-38
1364,0,0.012579291,0.011661284,0.012788821,0.006445302,0.006114503,,0.063243868,0.126889369,0.000650513,1.34E-11,8.89E-38
1365,0,0.012556342,0.011639738,0.012765541,0.006432176,0.006101866,,0.063162437,0.126744704,0.000648451,1.31E-11,8.31E-38
1366,0,0.012533452,0.011618247,0.01274232,0.006419087,0.006089265,,0.06308117,0.12660031,0.000646397,1.29E-11,7.76E-38
1367,0,0.01251062,0.011596811,0.012719159,0.006406034,0.006076698,,0.063000067,0.126456186,0.00064435,1.26E-11,7.25E-38
1368,0,0.012487846,0.01157543,0.012696056,0.006393017,0.006064167,,0.062919127,0.126312331,0.000642312,1.24E-11,6.78E-38
1369,0,0.01246513,0.011554104,0.012673012,0.006380036,0.00605167,,0.062838351,0.126168745,0.000640281,1.21E-11,6.33E-38
1370,0,0.012442471,0.011532833,0.012650026,0.006367091,0.006039209,,0.062757737,0.126025427,0.000638258,1.19E-11,5.92E-38
1371,0,0.012419871,0.011511617,0.012627099,0.006354181,0.006026781,,0.062677285,0.125882376,0.000636243,1.16E-11,5.53E-38
1372,0,0.012397327,0.011490454,0.012604229,0.006341306,0.006014389,,0.062596995,0.125739591,0.000634235,1.14E-11,5.16E-38
1373,0,0.012374841,0.011469347,0.012581418,0.006328468,0.006002031,,0.062516866,0.125597072,0.000632235,1.11E-11,4.82E-38
1374,0,0.012352412,0.011448293,0.012558665,0.006315664,0.005989707,,0.062436898,0.125454818,0.000630242,1.09E-11,4.51E-38
1375,0,0.01233004,0.011427293,0.012535969,0.006302895,0.005977417,,0.06235709,0.125312829,0.000628257,1.07E-11,4.21E-38
1376,0,0.012307724,0.011406346,0.01251333,0.006290162,0.005965161,,0.062277442,0.125171104,0.000626279,1.05E-11,3.93E-38
1377,0,0.012285465,0.011385453,0.012490749,0.006277463,0.005952939,,0.062197954,0.125029641,0.000624309,1.03E-11,3.68E-38
1378,0,0.012263262,0.011364614,0.012468224,0.006264799,0.005940751,,0.062118625,0.124888441,0.000622346,1.01E-11,3.43E-38
1379,0,0.012241116,0.011343828,0.012445757,0.00625217,0.005928596,,0.062039454,0.124747503,0.000620391,9.86E-12,3.21E-38
1380,0,0.012219025,0.011323094,0.012423346,0.006239575,0.005916476,,0.061960442,0.124606825,0.000618443,9.66E-12,3.00E-38
1381,0,0.012196989,0.011302414,0.012400991,0.006227015,0.005904388,,0.061881587,0.124466409,0.000616502,9.46E-12,2.80E-38
1382,0,0.01217501,0.011281786,0.012378693,0.006214489,0.005892334,,0.06180289,0.124326251,0.000614569,9.27E-12,2.62E-38
1383,0,0.012153086,0.01126121,0.012356451,0.006201997,0.005880313,,0.061724349,0.124186353,0.000612642,9.08E-12,2.44E-38
1384,0,0.012131217,0.011240687,0.012334264,0.006189539,0.005868325,,0.061645965,0.124046713,0.000610723,8.90E-12,2.28E-38
1385,0,0.012109403,0.011220216,0.012312134,0.006177116,0.00585637,,0.061567737,0.123907331,0.000608812,8.72E-12,2.13E-38
1386,0,0.012087643,0.011199797,0.012290059,0.006164726,0.005844449,,0.061489665,0.123768206,0.000606907,8.54E-12,1.99E-38
1387,0,0.012065939,0.011179429,0.012268039,0.006152369,0.005832559,,0.061411748,0.123629338,0.00060501,8.37E-12,1.86E-38
1388,0,0.012044289,0.011159114,0.012246075,0.006140046,0.005820703,,0.061333985,0.123490725,0.000603119,8.20E-12,1.74E-38
1389,0,0.012022693,0.011138849,0.012224165,0.006127757,0.005808879,,0.061256377,0.123352367,0.000601236,8.03E-12,1.63E-38
1390,0,0.012001151,0.011118636,0.012202311,0.006115501,0.005797087,,0.061178923,0.123214263,0.00059936,7.87E-12,1.52E-38
1391,0,0.011979664,0.011098474,0.012180511,0.006103279,0.005785328,,0.061101623,0.123076414,0.00059749,7.71E-12,1.42E-38
1392,0,0.01195823,0.011078363,0.012158765,0.006091089,0.005773601,,0.061024475,0.122938817,0.000595628,7.55E-12,1.33E-38
1393,0,0.01193685,0.011058303,0.012137074,0.006078933,0.005761906,,0.06094748,0.122801473,0.000593773,7.40E-12,1.24E-38
1394,0,0.011915523,0.011038294,0.012115437,0.006066809,0.005750243,,0.060870638,0.122664381,0.000591924,7.25E-12,1.16E-38
1395,0,0.011894249,0.011018335,0.012093854,0.006054718,0.005738611,,0.060793948,0.12252754,0.000590083,7.10E-12,1.08E-38
1396,0,0.011873029,0.010998426,0.012072325,0.00604266,0.005727012,,0.060717408,0.122390949,0.000588248,6.96E-12,1.01E-38
1397,0,0.011851861,0.010978567,0.012050849,0.006030635,0.005715444,,0.06064102,0.122254609,0.00058642,6.82E-12,9.44E-39
1398,0,0.011830746,0.010958758,0.012029427,0.006018641,0.005703908,,0.060564783,0.122118517,0.000584599,6.68E-12,8.82E-39
1399,0,0.011809684,0.010938999,0.012008058,0.006006681,0.005692403,,0.060488696,0.121982675,0.000582785,6.54E-12,8.24E-39
1400,0,0.011788674,0.01091929,0.011986742,0.005994752,0.00568093,,0.060412759,0.12184708,0.000580978,6.41E-12,7.70E-39
1401,0,0.011767717,0.01089963,0.011965479,0.005982856,0.005669487,,0.060336971,0.121711733,0.000579177,6.28E-12,7.19E-39
1402,0,0.011746811,0.01088002,0.011944269,0.005970991,0.005658076,,0.060261332,0.121576632,0.000577383,6.15E-12,6.72E-39
1403,0,0.011725958,0.010860458,0.011923111,0.005959159,0.005646696,,0.060185842,0.121441778,0.000575595,6.03E-12,6.28E-39
1404,0,0.011705156,0.010840946,0.011902006,0.005947358,0.005635346,,0.0601105,0.121307169,0.000573814,5.91E-12,5.87E-39
1405,0,0.011684406,0.010821483,0.011880953,0.005935589,0.005624028,,0.060035307,0.121172805,0.00057204,5.79E-12,5.48E-39
1406,0,0.011663707,0.010802068,0.011859952,0.005923852,0.00561274,,0.05996026,0.121038685,0.000570272,5.67E-12,5.12E-39
1407,0,0.011643059,0.010782702,0.011839004,0.005912146,0.005601483,,0.059885361,0.120904809,0.000568511,5.55E-12,4.78E-39
1408,0,0.011622463,0.010763384,0.011818106,0.005900471,0.005590256,,0.059810608,0.120771176,0.000566757,5.44E-12,4.47E-39
1409,0,0.011601918,0.010744114,0.011797261,0.005888828,0.005579059,,0.059736001,0.120637785,0.000565008,5.33E-12,4.18E-39
1410,0,0.011581423,0.010724893,0.011776467,0.005877216,0.005567893,,0.059661541,0.120504637,0.000563267,5.22E-12,3.90E-39
1411,0,0.011560979,0.010705719,0.011755724,0.005865635,0.005556757,,0.059587226,0.120371729,0.000561531,5.12E-12,3.65E-39
1412,0,0.011540585,0.010686593,0.011735032,0.005854085,0.005545651,,0.059513056,0.120239062,0.000559802,5.01E-12,3.41E-39
1413,0,0.011520242,0.010667515,0.011714391,0.005842566,0.005534575,,0.059439031,0.120106635,0.00055808,4.91E-12,3.18E-39
1414,0,0.011499948,0.010648484,0.011693801,0.005831077,0.005523529,,0.05936515,0.119974447,0.000556364,4.81E-12,2.97E-39
1415,0,0.011479705,0.010629501,0.011673262,0.005819619,0.005512513,,0.059291413,0.119842498,0.000554654,4.72E-12,2.78E-39
1416,0,0.011459512,0.010610564,0.011652773,0.005808192,0.005501526,,0.059217819,0.119710788,0.00055295,4.62E-12,2.59E-39
1417,0,0.011439368,0.010591675,0.011632335,0.005796795,0.005490569,,0.059144369,0.119579315,0.000551253,4.53E-12,2.42E-39
